training_row_id,run_id,festival_year,university_id,student_count,campus_scale,booth_id,menu_id,booth_zone,menu_category,price,observation_timestamp,target_window_end,festival_day,day_of_week,is_weekend,minutes_to_close,recent_sales_5m,recent_sales_30m,previous_sales_30m,recent_tickets_30m,current_stock,initial_stock,stockout_flag,booth_ticket_count_30m,booth_unique_menu_count_1m,precipitation_probability,temperature,event_ending_soon,discount_rate,discount_elapsed_minutes,discount_arm,assigned_discount_rate,future_sales_30m,future_latent_30m,censored_window_flag,data_class
2024-mirae-univ-1485,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-20T20:30:00,2024-05-20T21:00:00,1,0,0,89,1,3,0,2,35,91,0,10,1,32,18.0,0,0,0,0,0,7,7,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1486,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-20T21:00:00,2024-05-20T21:30:00,1,0,0,59,0,7,3,3,28,91,0,8,0,32,17.7,0,0,0,0,0,1,1,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1487,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-20T21:30:00,2024-05-20T22:00:00,1,0,0,29,0,1,7,1,27,91,0,4,0,24,17.3,0,0,0,0,0,1,1,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1488,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T16:00:00,2024-05-21T16:30:00,2,1,0,359,0,0,0,0,91,91,0,0,0,16,17.8,0,0,0,0,0,3,3,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1489,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T16:30:00,2024-05-21T17:00:00,2,1,0,329,3,3,0,1,88,91,0,7,0,20,17.1,0,0,0,0,0,9,9,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1490,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T17:00:00,2024-05-21T17:30:00,2,1,0,299,0,9,3,4,79,91,0,12,0,24,16.7,0,0,0,0,0,13,13,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1491,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T17:30:00,2024-05-21T18:00:00,2,1,0,269,7,13,9,7,66,91,0,23,1,24,15.8,0,0,0,0,0,15,15,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1492,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T18:00:00,2024-05-21T18:30:00,2,1,0,239,2,15,13,7,51,91,0,23,0,20,17.3,0,0,0,0,0,13,13,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1493,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T18:30:00,2024-05-21T19:00:00,2,1,0,209,0,13,15,6,38,91,0,26,1,20,17.1,0,0,0,0,0,11,11,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1494,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T19:00:00,2024-05-21T19:30:00,2,1,0,179,4,11,13,3,27,91,0,22,1,17,17.8,1,0,0,0,0,12,12,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1495,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T19:30:00,2024-05-21T20:00:00,2,1,0,149,1,12,11,5,15,91,0,28,1,18,15.5,1,0,0,0,0,8,8,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1496,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T20:00:00,2024-05-21T20:30:00,2,1,0,119,2,8,12,3,7,91,0,15,0,27,15.7,0,0,0,0,0,4,4,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1497,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T20:30:00,2024-05-21T21:00:00,2,1,0,89,4,4,8,1,3,91,0,17,2,30,15.9,0,0,0,0,0,1,1,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1498,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T21:00:00,2024-05-21T21:30:00,2,1,0,59,1,1,4,1,2,91,0,7,0,20,15.3,0,0,0,0,0,2,14,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1499,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-21T21:30:00,2024-05-21T22:00:00,2,1,0,29,0,2,1,2,0,91,1,12,0,16,15.1,0,0,0,0,0,0,10,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1500,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T16:00:00,2024-05-22T16:30:00,3,2,0,359,0,0,0,0,91,91,0,0,0,0,21.3,0,0,0,1,10,4,4,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1501,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T16:30:00,2024-05-22T17:00:00,3,2,0,329,2,4,0,2,87,91,0,11,0,1,21.4,0,0,0,1,10,6,6,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1502,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T17:00:00,2024-05-22T17:30:00,3,2,0,299,0,6,4,3,81,91,0,10,0,0,22.0,0,0,0,1,10,1,1,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1503,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T17:30:00,2024-05-22T18:00:00,3,2,0,269,0,1,6,1,80,91,0,17,1,0,21.7,0,0,0,1,10,5,5,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1504,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T18:00:00,2024-05-22T18:30:00,3,2,0,239,0,5,1,2,75,91,0,9,1,0,19.6,0,0,0,1,10,11,11,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1505,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T18:30:00,2024-05-22T19:00:00,3,2,0,209,0,11,5,4,64,91,0,23,1,1,20.3,0,0,0,1,10,8,8,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1506,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T19:00:00,2024-05-22T19:30:00,3,2,0,179,0,8,11,3,56,91,0,15,0,0,21.2,1,10,0,1,10,16,16,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1507,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T19:30:00,2024-05-22T20:00:00,3,2,0,149,4,16,8,6,40,91,0,19,1,0,21.3,1,0,0,1,10,12,12,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1508,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T20:00:00,2024-05-22T20:30:00,3,2,0,119,5,12,16,5,28,91,0,17,0,0,20.2,0,10,0,1,10,10,10,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1509,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T20:30:00,2024-05-22T21:00:00,3,2,0,89,3,10,12,3,18,91,0,16,2,0,20.0,0,10,30,1,10,2,2,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1510,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T21:00:00,2024-05-22T21:30:00,3,2,0,59,0,2,10,2,16,91,0,6,0,0,19.3,0,0,0,1,10,3,3,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1511,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M02,C,dessert,4100.0,2024-05-22T21:30:00,2024-05-22T22:00:00,3,2,0,29,1,3,2,2,13,91,0,7,0,1,19.0,0,10,0,1,10,7,7,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1512,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T16:00:00,2024-05-20T16:30:00,1,0,0,359,0,0,0,0,102,102,0,0,0,31,19.4,0,0,0,1,30,13,13,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1513,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T16:30:00,2024-05-20T17:00:00,1,0,0,329,3,13,0,6,89,102,0,14,0,26,19.3,0,0,0,1,30,4,4,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1514,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T17:00:00,2024-05-20T17:30:00,1,0,0,299,2,4,13,4,85,102,0,11,0,20,18.7,0,0,0,1,30,8,8,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1515,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T17:30:00,2024-05-20T18:00:00,1,0,0,269,0,8,4,4,77,102,0,16,0,29,18.9,0,0,0,1,30,3,3,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1516,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T18:00:00,2024-05-20T18:30:00,1,0,0,239,1,3,8,3,74,102,0,15,0,20,18.1,0,30,0,1,30,38,38,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1517,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T18:30:00,2024-05-20T19:00:00,1,0,0,209,0,38,3,11,36,102,0,29,0,29,18.9,0,30,30,1,30,5,5,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1518,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T19:00:00,2024-05-20T19:30:00,1,0,0,179,0,5,38,3,31,102,0,17,1,25,16.9,1,0,0,1,30,10,10,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1519,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T19:30:00,2024-05-20T20:00:00,1,0,0,149,1,10,5,5,21,102,0,18,0,47,16.8,1,0,0,1,30,17,17,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1520,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T20:00:00,2024-05-20T20:30:00,1,0,0,119,2,17,10,7,4,102,0,18,2,35,17.9,0,0,0,1,30,4,5,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1521,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T20:30:00,2024-05-20T21:00:00,1,0,0,89,0,4,17,1,0,102,1,10,1,32,18.0,0,30,0,1,30,0,6,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1522,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T21:00:00,2024-05-20T21:30:00,1,0,0,59,0,0,4,0,0,102,1,8,0,32,17.7,0,30,30,1,30,0,7,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1523,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-20T21:30:00,2024-05-20T22:00:00,1,0,0,29,0,0,0,0,0,102,1,4,0,24,17.3,0,0,0,1,30,0,1,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1524,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T16:00:00,2024-05-21T16:30:00,2,1,0,359,0,0,0,0,102,102,0,0,0,16,17.8,0,0,0,1,20,1,1,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1525,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T16:30:00,2024-05-21T17:00:00,2,1,0,329,0,1,0,1,101,102,0,7,0,20,17.1,0,0,0,1,20,4,4,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1526,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T17:00:00,2024-05-21T17:30:00,2,1,0,299,0,4,1,2,97,102,0,12,0,24,16.7,0,0,0,1,20,16,16,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1527,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T17:30:00,2024-05-21T18:00:00,2,1,0,269,4,16,4,6,81,102,0,23,1,24,15.8,0,0,0,1,20,13,13,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1528,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T18:00:00,2024-05-21T18:30:00,2,1,0,239,3,13,16,7,68,102,0,23,0,20,17.3,0,0,0,1,20,8,8,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1529,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T18:30:00,2024-05-21T19:00:00,2,1,0,209,0,8,13,4,60,102,0,26,1,20,17.1,0,20,0,1,20,27,27,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1530,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T19:00:00,2024-05-21T19:30:00,2,1,0,179,0,27,8,8,33,102,0,22,1,17,17.8,1,0,0,1,20,17,17,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1531,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T19:30:00,2024-05-21T20:00:00,2,1,0,149,7,17,27,6,16,102,0,28,1,18,15.5,1,0,0,1,20,14,14,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1532,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T20:00:00,2024-05-21T20:30:00,2,1,0,119,2,14,17,6,2,102,0,15,0,27,15.7,0,20,0,1,20,2,12,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1533,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T20:30:00,2024-05-21T21:00:00,2,1,0,89,0,2,14,1,0,102,1,17,2,30,15.9,0,0,0,1,20,0,6,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1534,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T21:00:00,2024-05-21T21:30:00,2,1,0,59,0,0,2,0,0,102,1,7,0,20,15.3,0,20,0,1,20,0,20,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1535,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-21T21:30:00,2024-05-21T22:00:00,2,1,0,29,0,0,0,0,0,102,1,12,0,16,15.1,0,20,30,1,20,0,4,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1536,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T16:00:00,2024-05-22T16:30:00,3,2,0,359,0,0,0,0,102,102,0,0,0,0,21.3,0,0,0,0,0,10,10,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1537,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T16:30:00,2024-05-22T17:00:00,3,2,0,329,0,10,0,5,92,102,0,11,0,1,21.4,0,0,0,0,0,7,7,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1538,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T17:00:00,2024-05-22T17:30:00,3,2,0,299,0,7,10,3,85,102,0,10,0,0,22.0,0,0,0,0,0,14,14,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1539,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T17:30:00,2024-05-22T18:00:00,3,2,0,269,4,14,7,7,71,102,0,17,1,0,21.7,0,0,0,0,0,5,5,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1540,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T18:00:00,2024-05-22T18:30:00,3,2,0,239,0,5,14,3,66,102,0,9,1,0,19.6,0,0,0,0,0,11,11,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1541,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T18:30:00,2024-05-22T19:00:00,3,2,0,209,5,11,5,5,55,102,0,23,1,1,20.3,0,0,0,0,0,12,12,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1542,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T19:00:00,2024-05-22T19:30:00,3,2,0,179,3,12,11,5,43,102,0,15,0,0,21.2,1,0,0,0,0,12,12,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1543,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T19:30:00,2024-05-22T20:00:00,3,2,0,149,0,12,12,4,31,102,0,19,1,0,21.3,1,0,0,0,0,21,21,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1544,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T20:00:00,2024-05-22T20:30:00,3,2,0,119,0,21,12,7,10,102,0,17,0,0,20.2,0,0,0,0,0,9,9,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1545,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T20:30:00,2024-05-22T21:00:00,3,2,0,89,2,9,21,5,1,102,0,16,2,0,20.0,0,0,0,0,0,1,5,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1546,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T21:00:00,2024-05-22T21:30:00,3,2,0,59,0,1,9,0,0,102,1,6,0,0,19.3,0,0,0,0,0,0,8,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1547,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M03,C,food,5125.0,2024-05-22T21:30:00,2024-05-22T22:00:00,3,2,0,29,0,0,1,0,0,102,1,7,0,1,19.0,0,0,0,0,0,0,4,1,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1548,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T16:00:00,2024-05-20T16:30:00,1,0,0,359,0,0,0,0,158,158,0,0,0,31,19.4,0,0,0,1,30,2,2,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1549,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T16:30:00,2024-05-20T17:00:00,1,0,0,329,0,2,0,2,156,158,0,14,0,26,19.3,0,0,0,1,30,4,4,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1550,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T17:00:00,2024-05-20T17:30:00,1,0,0,299,3,4,2,3,152,158,0,11,0,20,18.7,0,0,0,1,30,15,15,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1551,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T17:30:00,2024-05-20T18:00:00,1,0,0,269,1,15,4,7,137,158,0,16,0,29,18.9,0,0,0,1,30,7,7,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1552,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T18:00:00,2024-05-20T18:30:00,1,0,0,239,0,7,15,3,130,158,0,15,0,20,18.1,0,0,0,1,30,21,21,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1553,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T18:30:00,2024-05-20T19:00:00,1,0,0,209,1,21,7,9,109,158,0,29,0,29,18.9,0,0,0,1,30,16,16,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1554,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T19:00:00,2024-05-20T19:30:00,1,0,0,179,5,16,21,8,93,158,0,17,1,25,16.9,1,0,0,1,30,10,10,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1555,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T19:30:00,2024-05-20T20:00:00,1,0,0,149,1,10,16,5,83,158,0,18,0,47,16.8,1,30,0,1,30,14,14,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1556,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T20:00:00,2024-05-20T20:30:00,1,0,0,119,0,14,10,5,69,158,0,18,2,35,17.9,0,0,0,1,30,7,7,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1557,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T20:30:00,2024-05-20T21:00:00,1,0,0,89,0,7,14,4,62,158,0,10,1,32,18.0,0,0,0,1,30,0,0,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1558,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T21:00:00,2024-05-20T21:30:00,1,0,0,59,0,0,7,0,62,158,0,8,0,32,17.7,0,30,0,1,30,10,10,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1559,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-20T21:30:00,2024-05-20T22:00:00,1,0,0,29,0,10,0,3,52,158,0,4,0,24,17.3,0,30,30,1,30,14,14,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1560,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T16:00:00,2024-05-21T16:30:00,2,1,0,359,0,0,0,0,158,158,0,0,0,16,17.8,0,0,0,1,20,4,4,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1561,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T16:30:00,2024-05-21T17:00:00,2,1,0,329,0,4,0,3,154,158,0,7,0,20,17.1,0,0,0,1,20,8,8,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1562,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T17:00:00,2024-05-21T17:30:00,2,1,0,299,0,8,4,3,146,158,0,12,0,24,16.7,0,0,0,1,20,14,14,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1563,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T17:30:00,2024-05-21T18:00:00,2,1,0,269,5,14,8,6,132,158,0,23,1,24,15.8,0,0,0,1,20,12,12,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1564,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T18:00:00,2024-05-21T18:30:00,2,1,0,239,1,12,14,6,120,158,0,23,0,20,17.3,0,20,0,1,20,13,13,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1565,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T18:30:00,2024-05-21T19:00:00,2,1,0,209,4,13,12,5,107,158,0,26,1,20,17.1,0,20,30,1,20,11,11,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1566,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T19:00:00,2024-05-21T19:30:00,2,1,0,179,4,11,13,6,96,158,0,22,1,17,17.8,1,0,0,1,20,26,26,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1567,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T19:30:00,2024-05-21T20:00:00,2,1,0,149,5,26,11,11,70,158,0,28,1,18,15.5,1,20,0,1,20,7,7,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1568,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T20:00:00,2024-05-21T20:30:00,2,1,0,119,0,7,26,3,63,158,0,15,0,27,15.7,0,0,0,1,20,19,19,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1569,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T20:30:00,2024-05-21T21:00:00,2,1,0,89,1,19,7,7,44,158,0,17,2,30,15.9,0,0,0,1,20,3,3,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1570,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T21:00:00,2024-05-21T21:30:00,2,1,0,59,0,3,19,1,41,158,0,7,0,20,15.3,0,20,0,1,20,9,9,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1571,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-21T21:30:00,2024-05-21T22:00:00,2,1,0,29,0,9,3,3,32,158,0,12,0,16,15.1,0,20,30,1,20,4,4,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1572,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-22T16:00:00,2024-05-22T16:30:00,3,2,0,359,0,0,0,0,158,158,0,0,0,0,21.3,0,0,0,0,0,2,2,0,SYNTHETIC_FINAL_TRAINING
2024-mirae-univ-1573,2024-mirae-univ,2024,mirae-univ,9000,0.6,B11,B11-M04,C,drink,4100.0,2024-05-22T16:30:00,2024-05-22T17:00:00,3,2,0,329,0,2,0,1,156,158,0,11,0,1,21.4,0,0,0,0,0,5,5,0,SYNTHETIC_FINAL_TRAINING
